Customer_ID,Date,Year,Month,State,City,Festival,Gender,Age_Group,Metal,Product_Type,Weight_g,Purity,Payment_Method,Store_Type,Quantity,Price_INR,Discount_%,Total_Amount_INR
363,2021-03-30,2021,3,Gujarat,Surat,None,Female,60+,Gold,Bar,10,24K,UPI,Jewelry Shop,1,64420,2,63131.6
364,2023-08-13,2023,8,Karnataka,Bangalore,Akshaya Tritiya,Female,18-25,Gold,Bar,50,18K,Cash,Mall Store,2,62729,7,116675.94
365,2024-05-15,2024,5,Maharashtra,Nagpur,Diwali,Female,18-25,Silver,Jewelry,20,22K,Debit Card,Jewelry Shop,2,68446,7,127309.56
366,2024-06-02,2024,6,Rajasthan,Jaipur,Holi,Male,36-45,Gold,Bar,10,22K,Cash,Online,1,72179,5,68570.05
367,2022-01-04,2022,1,Maharashtra,Nashik,Dhanteras,Female,36-45,Silver,Coin,10,24K,Credit Card,Online,3,90803,7,253340.37
368,2025-11-15,2025,11,Delhi,New Delhi,None,Male,26-35,Silver,Coin,10,22K,Debit Card,Mall Store,1,74713,5,70977.35
369,2024-08-17,2024,8,Tamil Nadu,Chennai,None,Male,18-25,Gold,Bar,50,22K,Credit Card,Jewelry Shop,1,63463,3,61559.11
370,2022-11-25,2022,11,Gujarat,Surat,Akshaya Tritiya,Female,60+,Silver,Jewelry,50,24K,Cash,Online,3,83957,0,251871.0
371,2022-08-28,2022,8,Uttar Pradesh,Kanpur,Akshaya Tritiya,Male,36-45,Gold,Bar,5,22K,Debit Card,Jewelry Shop,1,56802,0,56802.0
372,2026-11-14,2026,11,Maharashtra,Nagpur,Akshaya Tritiya,Female,60+,Gold,Bar,10,18K,UPI,Jewelry Shop,1,74105,2,72622.9
373,2024-01-17,2024,1,Tamil Nadu,Chennai,Diwali,Female,18-25,Silver,Jewelry,50,18K,Credit Card,Mall Store,1,69225,3,67148.25
374,2025-04-09,2025,4,Rajasthan,Udaipur,Holi,Male,36-45,Gold,Coin,5,24K,Cash,Mall Store,2,54518,5,103584.2
375,2026-06-30,2026,6,Delhi,New Delhi,Wedding Season,Male,18-25,Gold,Coin,20,22K,Credit Card,Online,3,62838,3,182858.58
376,2024-02-22,2024,2,Tamil Nadu,Coimbatore,Dhanteras,Male,36-45,Gold,Coin,10,24K,Debit Card,Mall Store,2,64989,0,129978.0
377,2025-10-13,2025,10,Uttar Pradesh,Agra,Akshaya Tritiya,Female,46-60,Gold,Bar,10,24K,Cash,Mall Store,1,66926,7,62241.18
378,2025-10-28,2025,10,Tamil Nadu,Chennai,Dhanteras,Male,36-45,Gold,Jewelry,5,24K,Credit Card,Online,3,63232,7,176417.28
379,2024-01-27,2024,1,Uttar Pradesh,Lucknow,Dhanteras,Male,18-25,Silver,Jewelry,10,24K,Credit Card,Mall Store,2,79196,3,153640.24
380,2021-11-22,2021,11,Tamil Nadu,Chennai,None,Female,26-35,Gold,Bar,50,18K,Credit Card,Online,3,62509,0,187527.0
381,2023-07-16,2023,7,Rajasthan,Udaipur,Diwali,Female,18-25,Silver,Coin,50,24K,Cash,Online,1,79110,2,77527.8
382,2023-10-08,2023,10,Maharashtra,Mumbai,Wedding Season,Female,18-25,Silver,Bar,50,18K,Credit Card,Jewelry Shop,2,85967,3,166775.98
383,2026-10-26,2026,10,Tamil Nadu,Chennai,Holi,Female,18-25,Gold,Bar,50,18K,UPI,Online,2,68810,0,137620.0
384,2025-09-27,2025,9,Karnataka,Mysore,Akshaya Tritiya,Male,60+,Silver,Jewelry,50,18K,Debit Card,Online,2,73342,5,139349.8
385,2025-05-30,2025,5,Uttar Pradesh,Agra,Wedding Season,Female,46-60,Gold,Jewelry,10,22K,Cash,Jewelry Shop,3,58998,7,164604.42
386,2022-05-22,2022,5,Maharashtra,Nagpur,Diwali,Male,46-60,Silver,Bar,20,24K,Debit Card,Mall Store,3,90550,2,266217.0
387,2024-10-04,2024,10,Rajasthan,Jaipur,Holi,Male,26-35,Silver,Jewelry,10,18K,UPI,Jewelry Shop,2,81432,0,162864.0
388,2022-06-23,2022,6,Karnataka,Mysore,Dhanteras,Male,60+,Silver,Coin,5,22K,Debit Card,Jewelry Shop,3,72425,2,212929.5
389,2026-05-03,2026,5,Tamil Nadu,Chennai,Wedding Season,Female,46-60,Silver,Jewelry,5,24K,Credit Card,Mall Store,1,75196,7,69932.28
390,2024-11-30,2024,11,Uttar Pradesh,Agra,Diwali,Male,18-25,Gold,Bar,20,22K,UPI,Online,1,54053,2,52971.94
391,2022-12-28,2022,12,Maharashtra,Nashik,Wedding Season,Female,18-25,Gold,Jewelry,20,22K,Credit Card,Jewelry Shop,3,62292,3,181269.72
392,2022-07-06,2022,7,Rajasthan,Jaipur,Diwali,Female,36-45,Silver,Bar,50,18K,Cash,Mall Store,1,83893,3,81376.21
393,2026-06-05,2026,6,Gujarat,Vadodara,None,Female,46-60,Gold,Bar,20,22K,Credit Card,Online,3,56299,7,157074.21
394,2024-04-04,2024,4,Tamil Nadu,Coimbatore,Dhanteras,Male,18-25,Silver,Jewelry,50,18K,UPI,Mall Store,1,80044,7,74440.92
395,2023-05-20,2023,5,Rajasthan,Jaipur,Diwali,Male,36-45,Silver,Coin,5,22K,Credit Card,Mall Store,1,78431,3,76078.07
396,2025-06-11,2025,6,Tamil Nadu,Coimbatore,None,Male,26-35,Gold,Jewelry,20,22K,Debit Card,Jewelry Shop,3,58526,3,170310.66
397,2024-10-04,2024,10,Rajasthan,Jaipur,Wedding Season,Female,18-25,Gold,Bar,20,18K,Credit Card,Mall Store,1,72175,5,68566.25
398,2021-09-29,2021,9,Tamil Nadu,Chennai,Dhanteras,Female,18-25,Gold,Coin,50,18K,Cash,Mall Store,3,73816,3,214804.56
399,2024-07-12,2024,7,Tamil Nadu,Coimbatore,None,Male,36-45,Gold,Coin,5,22K,Cash,Jewelry Shop,1,77280,3,74961.6
400,2025-03-13,2025,3,Delhi,New Delhi,Diwali,Male,18-25,Gold,Coin,5,22K,Cash,Online,2,70125,2,137445.0
401,2022-06-28,2022,6,Karnataka,Mysore,Dhanteras,Male,46-60,Silver,Coin,5,24K,Credit Card,Online,1,76954,0,76954.0
402,2026-11-03,2026,11,Uttar Pradesh,Agra,None,Female,18-25,Gold,Bar,20,18K,Cash,Jewelry Shop,2,63765,0,127530.0
403,2022-04-27,2022,4,Gujarat,Ahmedabad,Akshaya Tritiya,Male,26-35,Silver,Coin,5,24K,UPI,Online,3,74678,3,217312.98
404,2023-09-30,2023,9,Tamil Nadu,Coimbatore,Dhanteras,Male,36-45,Silver,Bar,20,18K,Debit Card,Online,1,75583,3,73315.51
405,2021-08-09,2021,8,Gujarat,Ahmedabad,Diwali,Female,46-60,Silver,Jewelry,50,18K,Credit Card,Jewelry Shop,1,87276,0,87276.0
406,2026-04-03,2026,4,Karnataka,Bangalore,Diwali,Female,36-45,Gold,Bar,50,22K,Cash,Online,3,68020,2,199978.8
407,2024-09-15,2024,9,Gujarat,Vadodara,Akshaya Tritiya,Female,46-60,Silver,Jewelry,5,22K,UPI,Jewelry Shop,2,79640,2,156094.4
408,2022-06-06,2022,6,Delhi,New Delhi,Holi,Male,46-60,Gold,Bar,5,22K,UPI,Jewelry Shop,2,65956,7,122678.16
409,2023-09-26,2023,9,Tamil Nadu,Coimbatore,Holi,Male,46-60,Silver,Coin,5,22K,Cash,Mall Store,2,86436,2,169414.56
410,2023-08-26,2023,8,Tamil Nadu,Coimbatore,Dhanteras,Male,60+,Silver,Coin,5,18K,Debit Card,Jewelry Shop,2,86272,7,160465.92
411,2022-03-22,2022,3,Tamil Nadu,Chennai,None,Female,36-45,Silver,Coin,5,24K,Cash,Online,2,68342,5,129849.8
412,2025-05-17,2025,5,Tamil Nadu,Chennai,Holi,Female,26-35,Gold,Jewelry,20,22K,Credit Card,Jewelry Shop,2,59276,7,110253.36
413,2025-07-14,2025,7,Uttar Pradesh,Kanpur,Dhanteras,Female,18-25,Gold,Coin,5,24K,Credit Card,Online,1,75275,7,70005.75
414,2024-07-27,2024,7,Rajasthan,Udaipur,None,Female,46-60,Gold,Coin,50,18K,Cash,Mall Store,2,62937,7,117062.82
415,2025-09-05,2025,9,Gujarat,Surat,Dhanteras,Female,26-35,Gold,Jewelry,5,24K,UPI,Online,3,61118,5,174186.3
416,2025-08-31,2025,8,Uttar Pradesh,Kanpur,Wedding Season,Female,60+,Silver,Jewelry,50,18K,Debit Card,Mall Store,1,71710,2,70275.8
417,2021-01-31,2021,1,Rajasthan,Udaipur,Holi,Female,26-35,Silver,Bar,20,22K,Credit Card,Online,1,77121,2,75578.58
418,2021-11-24,2021,11,Maharashtra,Nashik,Dhanteras,Female,46-60,Silver,Bar,5,18K,UPI,Online,3,71364,5,203387.4
419,2021-02-14,2021,2,Delhi,New Delhi,Wedding Season,Female,60+,Silver,Coin,20,22K,Credit Card,Jewelry Shop,1,86470,3,83875.9
420,2023-12-03,2023,12,Karnataka,Bangalore,Diwali,Female,60+,Gold,Jewelry,5,18K,Credit Card,Mall Store,3,77538,3,225635.58
421,2021-11-11,2021,11,Tamil Nadu,Chennai,Akshaya Tritiya,Female,26-35,Silver,Bar,20,22K,Credit Card,Online,1,82025,2,80384.5
422,2026-01-04,2026,1,Uttar Pradesh,Lucknow,Akshaya Tritiya,Male,36-45,Gold,Bar,10,22K,Cash,Mall Store,3,76790,2,225762.6
423,2026-07-25,2026,7,Rajasthan,Jaipur,Wedding Season,Female,26-35,Silver,Bar,50,18K,Cash,Online,1,66027,7,61405.11
424,2026-03-16,2026,3,Tamil Nadu,Coimbatore,Wedding Season,Female,36-45,Gold,Coin,10,22K,Debit Card,Jewelry Shop,1,62035,0,62035.0
425,2024-07-17,2024,7,Karnataka,Bangalore,Holi,Male,18-25,Silver,Bar,20,22K,Credit Card,Jewelry Shop,2,65517,5,124482.3
426,2026-03-04,2026,3,Karnataka,Mysore,None,Male,60+,Gold,Jewelry,20,18K,Cash,Jewelry Shop,3,63571,7,177363.09
427,2026-11-22,2026,11,Tamil Nadu,Chennai,Diwali,Female,36-45,Gold,Jewelry,20,22K,Cash,Online,1,55026,5,52274.7
428,2022-05-14,2022,5,Maharashtra,Pune,None,Male,18-25,Gold,Bar,10,22K,Cash,Online,3,76378,2,224551.32
429,2026-02-01,2026,2,Uttar Pradesh,Lucknow,Akshaya Tritiya,Female,36-45,Silver,Coin,10,24K,Credit Card,Online,2,76884,0,153768.0
430,2025-12-10,2025,12,Delhi,New Delhi,Diwali,Female,26-35,Silver,Bar,50,24K,Debit Card,Online,2,65425,3,126924.5
431,2023-11-27,2023,11,Gujarat,Vadodara,Diwali,Male,18-25,Silver,Jewelry,20,22K,UPI,Jewelry Shop,3,72773,0,218319.0
432,2022-09-13,2022,9,Gujarat,Vadodara,None,Female,46-60,Gold,Bar,5,18K,Debit Card,Jewelry Shop,3,55421,5,157949.85
433,2026-05-29,2026,5,Delhi,New Delhi,Diwali,Female,36-45,Gold,Bar,20,22K,UPI,Mall Store,1,72847,0,72847.0
434,2024-04-02,2024,4,Uttar Pradesh,Lucknow,None,Male,26-35,Silver,Bar,5,22K,Cash,Jewelry Shop,2,83283,0,166566.0
435,2025-11-29,2025,11,Uttar Pradesh,Kanpur,None,Male,26-35,Gold,Jewelry,10,24K,Cash,Jewelry Shop,2,68955,0,137910.0
436,2021-06-01,2021,6,Delhi,New Delhi,Akshaya Tritiya,Male,36-45,Silver,Bar,5,22K,UPI,Online,3,78507,5,223744.95
437,2022-08-03,2022,8,Rajasthan,Udaipur,Wedding Season,Male,46-60,Gold,Bar,5,24K,Cash,Online,1,71286,0,71286.0
438,2022-12-01,2022,12,Gujarat,Vadodara,Holi,Male,18-25,Gold,Jewelry,50,18K,Cash,Online,1,67077,5,63723.15
439,2022-05-10,2022,5,Rajasthan,Jaipur,None,Male,36-45,Silver,Jewelry,5,18K,Cash,Jewelry Shop,3,75710,5,215773.5
440,2025-02-24,2025,2,Maharashtra,Pune,Holi,Male,46-60,Silver,Jewelry,5,24K,UPI,Mall Store,2,72332,2,141770.72
441,2021-01-30,2021,1,Tamil Nadu,Coimbatore,Dhanteras,Male,60+,Gold,Coin,50,18K,Debit Card,Mall Store,2,52564,0,105128.0
442,2023-09-07,2023,9,Gujarat,Ahmedabad,Dhanteras,Male,60+,Gold,Jewelry,50,18K,UPI,Mall Store,3,64253,5,183121.05
443,2023-02-26,2023,2,Rajasthan,Udaipur,Diwali,Male,60+,Silver,Coin,10,22K,Cash,Jewelry Shop,1,77652,7,72216.36
444,2022-12-24,2022,12,Maharashtra,Mumbai,Dhanteras,Male,18-25,Gold,Bar,20,22K,Cash,Jewelry Shop,3,60964,5,173747.4
445,2022-12-22,2022,12,Karnataka,Mysore,Dhanteras,Male,46-60,Silver,Bar,5,24K,Cash,Mall Store,1,67821,0,67821.0
446,2022-03-28,2022,3,Delhi,New Delhi,Akshaya Tritiya,Male,18-25,Silver,Jewelry,50,24K,Debit Card,Online,3,70396,3,204852.36
447,2026-02-07,2026,2,Maharashtra,Nashik,Dhanteras,Female,36-45,Silver,Jewelry,50,18K,Cash,Mall Store,2,65550,2,128478.0
448,2021-09-02,2021,9,Karnataka,Mysore,Akshaya Tritiya,Male,18-25,Gold,Coin,50,22K,Cash,Jewelry Shop,1,68676,0,68676.0
449,2021-12-21,2021,12,Gujarat,Surat,Wedding Season,Female,26-35,Gold,Bar,50,22K,Credit Card,Online,3,59449,7,165862.71
450,2023-06-30,2023,6,Uttar Pradesh,Kanpur,Holi,Male,60+,Gold,Jewelry,50,24K,UPI,Jewelry Shop,2,64866,5,123245.4
451,2022-02-06,2022,2,Uttar Pradesh,Agra,Wedding Season,Female,26-35,Gold,Jewelry,5,18K,Debit Card,Online,3,69875,5,199143.75
452,2026-05-20,2026,5,Gujarat,Surat,None,Female,26-35,Silver,Bar,50,18K,UPI,Jewelry Shop,3,69963,0,209889.0
453,2021-01-06,2021,1,Delhi,New Delhi,None,Male,46-60,Silver,Bar,20,18K,UPI,Jewelry Shop,2,73826,5,140269.4
454,2026-10-10,2026,10,Delhi,New Delhi,None,Female,18-25,Gold,Jewelry,50,22K,Debit Card,Mall Store,3,55101,3,160343.91
455,2021-10-02,2021,10,Maharashtra,Nagpur,Holi,Male,26-35,Silver,Coin,10,18K,UPI,Mall Store,3,73517,7,205112.43
456,2025-09-29,2025,9,Delhi,New Delhi,Akshaya Tritiya,Male,18-25,Gold,Coin,20,22K,Debit Card,Mall Store,2,66625,3,129252.5
457,2026-01-26,2026,1,Tamil Nadu,Chennai,Holi,Female,18-25,Silver,Jewelry,50,24K,UPI,Jewelry Shop,3,87653,7,244551.87
458,2022-08-30,2022,8,Gujarat,Surat,Wedding Season,Male,26-35,Gold,Bar,5,22K,Debit Card,Mall Store,1,56500,3,54805.0
459,2021-03-29,2021,3,Tamil Nadu,Chennai,Akshaya Tritiya,Male,18-25,Silver,Jewelry,10,18K,Credit Card,Jewelry Shop,2,78641,5,149417.9
460,2025-12-29,2025,12,Tamil Nadu,Coimbatore,Wedding Season,Female,60+,Silver,Jewelry,20,24K,Credit Card,Online,3,82423,7,229960.17
461,2026-02-11,2026,2,Delhi,New Delhi,Dhanteras,Male,60+,Silver,Coin,10,24K,Cash,Online,1,65879,3,63902.63
462,2023-12-03,2023,12,Gujarat,Ahmedabad,Akshaya Tritiya,Male,26-35,Gold,Bar,5,18K,Credit Card,Jewelry Shop,3,65986,2,193998.84
463,2022-05-13,2022,5,Gujarat,Surat,Diwali,Female,46-60,Silver,Jewelry,50,22K,Cash,Online,1,82160,7,76408.8
464,2024-04-02,2024,4,Uttar Pradesh,Agra,Holi,Male,60+,Silver,Bar,50,22K,UPI,Mall Store,3,87090,3,253431.9
465,2025-07-04,2025,7,Delhi,New Delhi,Holi,Male,46-60,Gold,Coin,5,22K,UPI,Mall Store,1,70256,3,68148.32
466,2025-12-30,2025,12,Uttar Pradesh,Lucknow,None,Male,60+,Gold,Coin,10,22K,Credit Card,Mall Store,1,61791,0,61791.0
467,2025-05-01,2025,5,Tamil Nadu,Chennai,Akshaya Tritiya,Male,36-45,Silver,Coin,20,22K,Debit Card,Mall Store,1,78055,5,74152.25
468,2022-11-02,2022,11,Maharashtra,Mumbai,None,Female,46-60,Silver,Jewelry,5,24K,Cash,Jewelry Shop,2,88662,5,168457.8
469,2025-08-05,2025,8,Delhi,New Delhi,None,Female,46-60,Gold,Jewelry,50,18K,Cash,Online,2,71409,0,142818.0
470,2024-05-29,2024,5,Gujarat,Surat,Wedding Season,Female,26-35,Silver,Jewelry,5,24K,Credit Card,Jewelry Shop,2,82622,0,165244.0
471,2023-01-05,2023,1,Uttar Pradesh,Agra,Wedding Season,Male,18-25,Silver,Jewelry,20,22K,UPI,Mall Store,3,69486,3,202204.26
472,2026-05-04,2026,5,Uttar Pradesh,Kanpur,None,Male,36-45,Silver,Bar,5,22K,Cash,Mall Store,2,85676,3,166211.44
473,2022-10-31,2022,10,Maharashtra,Mumbai,Diwali,Female,36-45,Silver,Coin,20,24K,Credit Card,Jewelry Shop,3,80034,2,235299.96
474,2024-08-14,2024,8,Tamil Nadu,Chennai,Akshaya Tritiya,Female,36-45,Gold,Bar,20,24K,Credit Card,Online,1,59373,7,55216.89
475,2022-10-30,2022,10,Maharashtra,Mumbai,Diwali,Male,26-35,Silver,Bar,10,24K,UPI,Jewelry Shop,2,77009,5,146317.1
476,2024-06-30,2024,6,Delhi,New Delhi,None,Female,26-35,Gold,Coin,20,24K,Credit Card,Online,1,59152,5,56194.4
477,2023-07-18,2023,7,Uttar Pradesh,Lucknow,Akshaya Tritiya,Male,26-35,Gold,Jewelry,5,22K,UPI,Online,3,61853,2,181847.82
478,2026-10-05,2026,10,Maharashtra,Nashik,Holi,Male,46-60,Silver,Jewelry,20,24K,UPI,Jewelry Shop,1,63661,0,63661.0
479,2023-03-31,2023,3,Uttar Pradesh,Lucknow,Dhanteras,Female,18-25,Gold,Jewelry,10,18K,Credit Card,Mall Store,3,60869,2,178954.86
480,2026-08-31,2026,8,Karnataka,Mysore,Holi,Male,18-25,Gold,Bar,5,18K,Cash,Mall Store,3,70385,7,196374.15
481,2026-08-28,2026,8,Gujarat,Surat,None,Female,36-45,Gold,Bar,10,22K,UPI,Online,1,71353,0,71353.0
482,2025-07-28,2025,7,Rajasthan,Udaipur,Diwali,Female,18-25,Silver,Coin,5,18K,Cash,Jewelry Shop,1,77760,7,72316.8
483,2024-09-05,2024,9,Rajasthan,Udaipur,Wedding Season,Male,46-60,Silver,Coin,50,18K,Credit Card,Mall Store,3,80929,0,242787.0
484,2023-02-13,2023,2,Rajasthan,Udaipur,Diwali,Female,36-45,Gold,Jewelry,5,18K,Debit Card,Mall Store,2,73655,3,142890.7
485,2022-08-11,2022,8,Maharashtra,Nashik,Wedding Season,Female,60+,Silver,Jewelry,10,24K,Credit Card,Online,3,80102,0,240306.0
486,2026-08-07,2026,8,Karnataka,Bangalore,Akshaya Tritiya,Female,46-60,Silver,Coin,50,18K,Debit Card,Jewelry Shop,1,71962,5,68363.9
487,2026-06-28,2026,6,Tamil Nadu,Coimbatore,Wedding Season,Male,26-35,Gold,Jewelry,5,18K,UPI,Online,1,68950,0,68950.0
488,2024-05-25,2024,5,Delhi,New Delhi,Holi,Male,18-25,Gold,Bar,50,22K,Cash,Jewelry Shop,3,65789,3,191445.99
489,2021-03-14,2021,3,Uttar Pradesh,Kanpur,Diwali,Female,18-25,Silver,Coin,50,22K,Debit Card,Jewelry Shop,2,81355,7,151320.3
490,2022-11-04,2022,11,Delhi,New Delhi,Wedding Season,Female,26-35,Gold,Coin,50,22K,UPI,Mall Store,3,63579,3,185014.89
491,2021-08-17,2021,8,Uttar Pradesh,Kanpur,Wedding Season,Female,46-60,Silver,Bar,50,18K,Credit Card,Jewelry Shop,3,81744,2,240327.36
492,2024-11-29,2024,11,Karnataka,Bangalore,None,Male,36-45,Gold,Coin,5,22K,Credit Card,Jewelry Shop,1,74349,2,72862.02
493,2024-07-02,2024,7,Delhi,New Delhi,Holi,Male,18-25,Gold,Coin,5,22K,Cash,Online,1,65311,2,64004.78
494,2026-10-10,2026,10,Tamil Nadu,Coimbatore,Wedding Season,Female,18-25,Gold,Bar,50,18K,UPI,Jewelry Shop,3,71756,5,204504.6
495,2023-04-24,2023,4,Delhi,New Delhi,Akshaya Tritiya,Female,60+,Silver,Bar,20,24K,Credit Card,Jewelry Shop,1,81579,5,77500.05
496,2024-03-23,2024,3,Delhi,New Delhi,Akshaya Tritiya,Male,36-45,Silver,Bar,50,24K,UPI,Mall Store,1,84575,7,78654.75
497,2026-05-01,2026,5,Rajasthan,Jaipur,Wedding Season,Male,36-45,Silver,Jewelry,20,18K,Credit Card,Jewelry Shop,1,75307,7,70035.51
498,2026-10-12,2026,10,Uttar Pradesh,Agra,Wedding Season,Male,18-25,Silver,Bar,10,18K,Debit Card,Online,2,70614,5,134166.6
499,2025-11-12,2025,11,Uttar Pradesh,Agra,Holi,Male,60+,Silver,Jewelry,20,22K,Cash,Online,3,75812,7,211515.48
500,2023-04-14,2023,4,Gujarat,Vadodara,Wedding Season,Female,36-45,Silver,Bar,10,22K,Cash,Jewelry Shop,2,76793,3,148978.42
501,2026-03-17,2026,3,Gujarat,Ahmedabad,Wedding Season,Female,46-60,Gold,Bar,5,24K,Cash,Jewelry Shop,1,60831,2,59614.38
502,2021-06-22,2021,6,Gujarat,Ahmedabad,None,Female,18-25,Silver,Jewelry,5,22K,Credit Card,Online,3,72543,7,202394.97
503,2022-04-04,2022,4,Delhi,New Delhi,Holi,Male,60+,Gold,Bar,20,22K,UPI,Online,3,66938,2,196797.72
504,2025-09-29,2025,9,Tamil Nadu,Chennai,Dhanteras,Male,18-25,Silver,Jewelry,10,22K,Debit Card,Jewelry Shop,3,74722,5,212957.7
505,2022-04-08,2022,4,Karnataka,Mangalore,Akshaya Tritiya,Female,46-60,Gold,Bar,10,22K,Cash,Jewelry Shop,3,73799,3,214755.09
506,2021-08-12,2021,8,Delhi,New Delhi,None,Male,36-45,Silver,Bar,50,22K,Credit Card,Mall Store,3,62975,7,175700.25
507,2024-05-17,2024,5,Maharashtra,Mumbai,Diwali,Male,36-45,Silver,Jewelry,10,22K,Credit Card,Mall Store,1,76822,5,72980.9
508,2024-09-24,2024,9,Delhi,New Delhi,None,Female,18-25,Silver,Jewelry,20,18K,UPI,Jewelry Shop,2,68006,5,129211.4
509,2023-01-23,2023,1,Delhi,New Delhi,None,Female,26-35,Silver,Jewelry,50,24K,Credit Card,Jewelry Shop,1,90034,0,90034.0
510,2022-06-17,2022,6,Tamil Nadu,Chennai,Holi,Female,36-45,Gold,Coin,50,18K,Cash,Jewelry Shop,1,63016,7,58604.88
511,2025-02-14,2025,2,Gujarat,Vadodara,Dhanteras,Female,46-60,Silver,Bar,10,24K,UPI,Mall Store,1,74628,0,74628.0
512,2022-11-23,2022,11,Uttar Pradesh,Agra,Diwali,Female,60+,Gold,Coin,20,24K,UPI,Jewelry Shop,2,57059,2,111835.64
513,2026-02-02,2026,2,Gujarat,Vadodara,None,Female,18-25,Gold,Jewelry,10,24K,Credit Card,Jewelry Shop,3,56026,7,156312.54
514,2023-06-02,2023,6,Uttar Pradesh,Kanpur,Akshaya Tritiya,Male,46-60,Silver,Jewelry,50,24K,UPI,Jewelry Shop,2,71181,2,139514.76
515,2026-02-20,2026,2,Karnataka,Bangalore,Diwali,Male,46-60,Silver,Jewelry,20,18K,Debit Card,Mall Store,2,75741,7,140878.26
516,2021-10-27,2021,10,Gujarat,Vadodara,Diwali,Male,18-25,Silver,Coin,10,22K,Credit Card,Mall Store,2,87313,7,162402.18
517,2025-04-10,2025,4,Uttar Pradesh,Agra,Akshaya Tritiya,Female,36-45,Gold,Jewelry,5,18K,Cash,Jewelry Shop,2,57251,7,106486.86
518,2024-07-23,2024,7,Gujarat,Vadodara,None,Female,26-35,Silver,Coin,5,22K,UPI,Online,2,73848,2,144742.08
519,2023-12-17,2023,12,Delhi,New Delhi,Holi,Female,46-60,Silver,Jewelry,20,18K,Debit Card,Online,2,81114,3,157361.16
520,2023-01-21,2023,1,Tamil Nadu,Coimbatore,Diwali,Female,36-45,Gold,Jewelry,50,22K,UPI,Jewelry Shop,1,60073,0,60073.0
521,2026-07-13,2026,7,Maharashtra,Nashik,Diwali,Male,18-25,Silver,Coin,5,24K,Credit Card,Online,3,88982,5,253598.7
522,2021-01-17,2021,1,Rajasthan,Jaipur,Holi,Male,46-60,Silver,Jewelry,10,22K,UPI,Jewelry Shop,3,82195,7,229324.05
523,2024-08-18,2024,8,Maharashtra,Nagpur,Dhanteras,Male,18-25,Gold,Coin,50,22K,Credit Card,Mall Store,2,65784,7,122358.24
524,2024-08-23,2024,8,Uttar Pradesh,Lucknow,None,Male,26-35,Silver,Jewelry,20,22K,UPI,Mall Store,3,67147,7,187340.13
525,2025-06-22,2025,6,Maharashtra,Nashik,Diwali,Male,26-35,Gold,Jewelry,50,22K,Credit Card,Mall Store,2,67035,2,131388.6
526,2022-06-22,2022,6,Rajasthan,Jaipur,Akshaya Tritiya,Male,36-45,Gold,Bar,10,22K,Debit Card,Jewelry Shop,2,64322,5,122211.8
527,2023-02-03,2023,2,Delhi,New Delhi,Wedding Season,Female,18-25,Silver,Jewelry,20,22K,Cash,Mall Store,2,69984,3,135768.96
528,2024-04-05,2024,4,Uttar Pradesh,Agra,Wedding Season,Female,18-25,Gold,Coin,20,24K,Cash,Mall Store,3,68917,7,192278.43
529,2021-11-10,2021,11,Karnataka,Bangalore,Diwali,Male,60+,Silver,Coin,50,24K,Debit Card,Mall Store,3,76195,0,228585.0
530,2026-08-25,2026,8,Uttar Pradesh,Agra,Diwali,Male,46-60,Silver,Jewelry,10,22K,UPI,Online,2,74316,7,138227.76
531,2026-01-17,2026,1,Delhi,New Delhi,Holi,Female,36-45,Silver,Jewelry,10,24K,UPI,Mall Store,3,86731,5,247183.35
532,2025-06-06,2025,6,Tamil Nadu,Coimbatore,Diwali,Male,26-35,Gold,Bar,50,22K,Debit Card,Mall Store,3,66261,0,198783.0
533,2025-06-06,2025,6,Uttar Pradesh,Agra,Akshaya Tritiya,Male,26-35,Silver,Jewelry,5,24K,UPI,Online,3,74877,7,208906.83
534,2023-09-18,2023,9,Uttar Pradesh,Lucknow,Wedding Season,Male,18-25,Gold,Coin,50,24K,Debit Card,Jewelry Shop,2,64178,2,125788.88
535,2026-04-16,2026,4,Maharashtra,Pune,Diwali,Female,60+,Gold,Jewelry,10,22K,Debit Card,Online,3,60967,5,173755.95
536,2024-04-06,2024,4,Karnataka,Bangalore,Diwali,Female,46-60,Gold,Coin,50,24K,UPI,Mall Store,2,70888,5,134687.2
537,2025-09-05,2025,9,Maharashtra,Nashik,Wedding Season,Male,46-60,Silver,Bar,20,22K,Debit Card,Online,1,85439,3,82875.83
538,2026-09-11,2026,9,Gujarat,Surat,Dhanteras,Female,60+,Gold,Bar,50,24K,Credit Card,Mall Store,2,69277,5,131626.3
539,2022-10-26,2022,10,Uttar Pradesh,Kanpur,Holi,Male,36-45,Silver,Bar,5,18K,Debit Card,Online,3,87925,3,255861.75
540,2026-07-16,2026,7,Gujarat,Ahmedabad,Akshaya Tritiya,Male,26-35,Gold,Bar,5,24K,Credit Card,Jewelry Shop,2,75256,0,150512.0
541,2024-10-15,2024,10,Karnataka,Mangalore,Wedding Season,Male,60+,Gold,Jewelry,5,18K,Cash,Jewelry Shop,3,58246,0,174738.0
542,2026-10-13,2026,10,Karnataka,Mysore,Holi,Male,18-25,Silver,Coin,50,24K,UPI,Mall Store,3,64767,3,188471.97
543,2022-04-29,2022,4,Tamil Nadu,Chennai,Dhanteras,Female,26-35,Gold,Bar,20,18K,Debit Card,Mall Store,1,73783,2,72307.34
